leftEar,rightEar,shoulder,snout,spine1,spine2,spine3,spine4,tail1,tail2,tailBase,tailEnd
4.281395285710312,3.267303321794315,5.519250025167691,4.196802868259956,6.050758113930675,7.074914600397739,7.0344407409819585,6.0012706514447185,7.007669405975398,5.700327666296697,2.812079208866331,3.359171995734017
